path,c_class_name,py_class_name,lineno
F:\DLFs_dataset\pytorch\pytorch-1.9.0\caffe2\python\pybind_state_hip.cc,miopenCompiledVersion,get_miopen_version,32.0
F:\DLFs_dataset\pytorch\pytorch-1.9.0\caffe2\quantization\server\pybind.cc,lambda expression,ClearNetObservers,24.0
F:\DLFs_dataset\pytorch\pytorch-1.9.0\caffe2\quantization\server\pybind.cc,lambda expression,DumpHistogramFile,65.0
F:\DLFs_dataset\pytorch\pytorch-1.9.0\caffe2\quantization\server\pybind.cc,lambda expression,AddHistogramObserver,74.0
F:\DLFs_dataset\pytorch\pytorch-1.9.0\caffe2\quantization\server\pybind.cc,lambda expression,DumpOutputColumnMaxHistogramFile,102.0
F:\DLFs_dataset\pytorch\pytorch-1.9.0\caffe2\quantization\server\pybind.cc,lambda expression,ChooseQuantizationParams,150.0
F:\DLFs_dataset\pytorch\pytorch-1.9.0\caffe2\quantization\server\pybind.cc,lambda expression,RegisterQuantizationParams,179.0
F:\DLFs_dataset\pytorch\pytorch-1.9.0\caffe2\quantization\server\pybind.cc,lambda expression,RegisterQuantizationParamsWithHistogram,195.0
F:\DLFs_dataset\pytorch\pytorch-1.9.0\caffe2\quantization\server\pybind.cc,lambda expression,AddRegisterQuantizationParamsWithHistogramObserver,212.0
F:\DLFs_dataset\pytorch\pytorch-1.9.0\caffe2\quantization\server\pybind.cc,lambda expression,AddScaleZeroOffsetArgumentsWithHistogram,239.0
F:\DLFs_dataset\pytorch\pytorch-1.9.0\caffe2\quantization\server\pybind.cc,lambda expression,get_fakefp16_mapping,283.0
F:\DLFs_dataset\pytorch\pytorch-1.9.0\caffe2\quantization\server\pybind.cc,lambda expression,ObserveFp16FCPackedWeights,343.0
F:\DLFs_dataset\pytorch\pytorch-1.9.0\caffe2\quantization\server\pybind.cc,lambda expression,ObserveInt8FCPackedWeights,388.0
F:\DLFs_dataset\pytorch\pytorch-1.9.0\test\cpp_extensions\cpp_c10d_extension.cpp,createProcessGroupTest,createProcessGroupTest,119.0
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\utils\benchmark\utils\valgrind_wrapper\compat_bindings.cpp,_valgrind_toggle,_valgrind_toggle,34.0
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\utils\benchmark\utils\valgrind_wrapper\compat_bindings.cpp,_valgrind_dump_stats,_valgrind_toggle_and_dump_stats,35.0
F:\DLFs_dataset\pytorch\pytorch-1.9.0\tools\autograd\templates\python_nn_functions.cpp,THPVariable__parse_to,_parse_to,75.0
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\Module.cpp,THPModule_hasDistributed,_has_distributed,665.0
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\Module.cpp,THPModule_crashIfCsrcASAN,_crash_if_csrc_asan,669.0
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\Module.cpp,THPModule_crashIfCsrcUBSAN,_crash_if_csrc_ubsan,670.0
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\Module.cpp,THPModule_crashIfATenASAN,_crash_if_aten_asan,671.0
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\Module.cpp,THPModule_isEnabledTorchFunction,_is_torch_function_enabled,714.0
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\cuda\Module.cpp,THCPModule_isInBadFork,_cuda_isInBadFork,545.0
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\cuda\Stream.cpp,THCPStream_priority_range,priority_range,129.0
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\generic\StorageMethods.cpp,_setCdata,_set_cdata,368.0
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\generic\StorageSharing.cpp,sharedFd,_get_shared_fd,563.0
